make_model,Price,Registration Date,COE Remaining,Manufactured,Mileage,No. of Owners,Transmission,Engine Capacity,fuel_type,COE,OMV,Paper Value,Depreciation,Type
HONDA ODYSSEY 2.4A ABSOLUTE PLUS 20TH ANNIVERSARY,"$94,800   ",15-Dec-2016,5yrs 6mths 24days,2015,"85,000 km",2,Auto,"2,356 cc",,"$46,229","$32,513","$53,901","$13,650 / year",MPV
NISSAN NOTE 1.2A,"$58,000   ",03-Sep-2018,7yrs 3mths 13days,2018,"130,000 km",2,Auto,"1,198 cc",,"$33,798","$13,305","$28,399","$7,610 / year",Hatchback
HONDA FIT 1.3A G F-PACKAGE,"$68,800   ",25-Apr-2019,7yrs 11mths 4days,2018,"11,800 km",1,Auto,"1,317 cc",,"$33,199","$16,234","$31,016","$8,280 / year",Hatchback
TOYOTA ESTIMA 2.4A AERAS G MOONROOF (COE TILL 04/2031),"$82,800   ",24-Oct-2011,9yrs 11mths 10days,2011,"156,000 km",2,Auto,"2,362 cc",,"$47,316","$38,940","$47,083","$8,320 / year",MPV
HONDA CIVIC 1.6A VTI,"$85,600   ",01-Nov-2018,7yrs 5mths 11days,2018,"32,000 km",1,Auto,"1,597 cc",,"$25,556","$20,612","$34,694","$10,080 / year",Mid-Sized Sedan
HYUNDAI ELANTRA 1.6A GLS ELITE,"$75,800   ",12-Nov-2018,7yrs 5mths 22days,2018,"20,000 km",1,Auto,"1,591 cc",,"$31,997","$14,549","$34,861","$9,160 / year",Mid-Sized Sedan
CITROEN GRAND C4 PICASSO DIESEL 1.6A E-HDI,"$43,000   ",11-Jul-2014,3yrs 1mth 20days,2014,"113,000 km",2,Auto,"1,560 cc",Diesel,"$78,602","$29,359","$36,467","$10,800 / year",MPV
LAND ROVER RANGE ROVER SPORT DIESEL 3.0A 7-SEATER,"$249,500   ",30-Dec-2017,6yrs 7mths 9days,2016,"25,000 km",3,Auto,"2,993 cc",Diesel,"$54,334","$86,985","$132,365","$28,000 / year",SUV
PORSCHE MACAN S 3.0A PDK,"$268,800   ",20-Nov-2017,6yrs 5mths 30days,2017,"9,500 km",1,Auto,"2,997 cc",,"$57,000","$71,431","$112,505","$33,600 / year",SUV
TOYOTA VIOS 1.5A J (COE TILL 11/2022),"$13,000   ",22-Nov-2007,1yr 6mths 1day,2007,"110,135 km",5,Auto,"1,497 cc",,"$20,997","$12,074","$3,164","$8,630 / year",Mid-Sized Sedan
JAGUAR XE DIESEL 2.0A PRESTIGE,"$97,800   ",27-Oct-2017,6yrs 5mths 6days,2017,"61,000 km",1,Auto,"1,999 cc",Diesel,"$49,996","$36,122","$56,617","$12,660 / year",Luxury Sedan
HONDA VEZEL 1.5A X,"$56,800   ",22-Apr-2016,4yrs 11mths 1day,2016,"62,000 km",1,Auto,"1,496 cc",,"$54,301","$20,109","$33,841","$10,510 / year",SUV
MAZDA 3 1.5A SUNROOF,"$58,800   ",09-May-2017,5yrs 11mths 18days,2017,"59,000 km",2,Auto,"1,496 cc",,"$50,101","$14,476","$37,017","$9,060 / year",Mid-Sized Sedan
KIA CERATO 1.6A SX SUNROOF,"$83,800   ",08-Jul-2019,8yrs 1mth 17days,2019,"31,000 km",1,Auto,"1,591 cc",,"$33,199","$18,642","$40,995","$9,150 / year",Mid-Sized Sedan
HYUNDAI AVANTE 1.6A GLS S,"$74,800   ",26-Mar-2019,7yrs 10mths 5days,2019,"41,000 km",1,Auto,"1,591 cc",,"$25,689","$14,588","$31,112","$8,600 / year",Mid-Sized Sedan
TOYOTA COROLLA ALTIS 1.6A ELEGANCE,"$54,888   ",20-Aug-2015,4yrs 2mths 30days,2015,"70,442 km",1,Auto,"1,598 cc",,"$56,209","$19,589","$37,613","$10,600 / year",Mid-Sized Sedan
HONDA VEZEL 1.5A X,"$63,800   ",14-Feb-2017,5yrs 8mths 24days,2016,"52,000 km",1,Auto,"1,496 cc",,"$48,401","$20,611","$35,923","$10,170 / year",SUV
TOYOTA SIENTA HYBRID 1.5A X,"$95,888   ",26-Feb-2020,8yrs 9mths 5days,2019,"5,000 km",1,Auto,"1,496 cc",Petrol-Electric,"$30,000","$25,508","$39,610","$9,920 / year",MPV
HONDA JADE 1.5A RS,"$70,388   ",06-May-2016,4yrs 11mths 15days,2016,"83,000 km",1,Auto,"1,496 cc",,"$50,089","$25,184","$43,933","$11,440 / year",MPV
MERCEDES-BENZ GLA-CLASS GLA180 URBAN EDITION,"$128,800   ",26-Aug-2019,8yrs 3mths 5days,2019,"36,860 km",1,Auto,"1,595 cc",,"$26,667","$28,463","$45,944","$13,650 / year",SUV
NISSAN ALMERA 1.5M,"$33,800   ",15-Nov-2014,3yrs 5mths 25days,2014,"131,491 km",1,Manual,"1,498 cc",,"$64,900","$12,019","$27,215","$8,680 / year",Mid-Sized Sedan
MERCEDES-BENZ C-CLASS C200 COUPE AMG LINE SUNROOF,"$131,800   ",01-Mar-2017,5yrs 9mths 8days,2015,"69,888 km",2,Auto,"1,991 cc",,"$52,600","$40,858","$63,559","$18,980 / year",Sports Car
OPEL ASTRA 1.0A TURBO,"$64,888   ",28-Feb-2018,6yrs 9mths 7days,2017,"60,000 km",1,Auto,999 cc,,"$36,810","$19,486","$39,565","$8,140 / year",Hatchback
KIA CERATO 1.6A SX SUNROOF,"$79,800   ",26-Jun-2019,8yrs 1mth 5days,2019,"55,000 km",1,Auto,"1,591 cc",,"$29,159","$18,734","$37,681","$8,690 / year",Mid-Sized Sedan
MERCEDES-BENZ GLB-CLASS GLB200 AMG LINE PREMIUM,"$195,988   ",02-Nov-2020,9yrs 5mths 12days,2020,20 km,1,Auto,"1,332 cc",,"$40,989","$37,589","$72,234","$18,360 / year",SUV
RENAULT MEGANE SEDAN 1.2A PRIVILEGE TCE,"$67,900   ",30-Aug-2017,6yrs 3mths 9days,2017,"60,000 km",2,Auto,"1,197 cc",,"$46,778","$19,990","$40,617","$9,620 / year",Mid-Sized Sedan
HONDA CR-V 2.4A SUNROOF,"$75,800   ",09-Mar-2016,4yrs 9mths 16days,2016,"57,825 km",2,Auto,"2,354 cc",,"$45,009","$30,143","$45,557","$12,220 / year",SUV
VOLVO S60 DIESEL D2,"$49,800   ",12-Mar-2015,3yrs 9mths 19days,2015,"79,339 km",1,Auto,"1,560 cc",Diesel,"$57,199","$29,416","$33,617","$10,680 / year",Luxury Sedan
LAND ROVER RANGE ROVER EVOQUE 2.0A 5DR,"$140,000   ",24-Nov-2017,6yrs 6mths 3days,2017,"56,350 km",1,Auto,"1,999 cc",,"$57,390","$48,377","$82,186","$16,900 / year",SUV
TOYOTA ALPHARD 2.5A SC MOONROOF,"$226,988   ",12-May-2021,9yrs 11mths 21days,2021,652 km,1,Auto,"2,493 cc",,"$46,002","$51,988","$95,098","$19,460 / year",MPV
AUDI A4 1.4A TFSI S-TRONIC,"$92,888   ",09-Feb-2017,5yrs 8mths 19days,2016,"46,000 km",1,Auto,"1,395 cc",,"$48,209","$32,219","$47,935","$13,850 / year",Luxury Sedan
BMW X1 SDRIVE20I M-SPORT,"$110,800   ",12-Jan-2017,5yrs 7mths 22days,2016,"30,200 km",1,Auto,"1,998 cc",,"$53,106","$35,359","$61,129","$15,940 / year",SUV
VOLVO S60 T4,"$42,800   ",25-Jul-2013,2yrs 2mths 4days,2013,"43,000 km",1,Auto,"1,596 cc",,"$73,989","$32,446","$35,570","$12,210 / year",Luxury Sedan
HONDA HR-V 1.5A DX,"$65,888   ",06-Feb-2017,5yrs 8mths 16days,2016,"47,863 km",1,Auto,"1,496 cc",,"$50,951","$19,880","$40,293","$10,220 / year",SUV
HONDA CIVIC 1.6A VTI,"$83,800   ",17-May-2018,6yrs 11mths 26days,2018,"44,918 km",1,Auto,"1,597 cc",,"$38,830","$19,662","$41,906","$10,580 / year",Mid-Sized Sedan
HONDA VEZEL 1.5A X HONDA SENSING,"$68,800   ",15-Aug-2017,6yrs 2mths 25days,2016,"43,571 km",1,Auto,"1,496 cc",,"$46,778","$22,231","$39,025","$9,980 / year",SUV
HONDA FIT HYBRID 1.5A F,"$72,888   ",03-Dec-2018,7yrs 6mths 12days,2018,"17,445 km",1,Auto,"1,496 cc",Petrol-Electric,"$32,000","$20,506","$32,168","$8,950 / year",Hatchback
MAZDA 5 2.0A SUNROOF,"$72,800   ",31-Jul-2017,6yrs 2mths 10days,2017,"82,000 km",1,Auto,"1,998 cc",,"$50,110","$19,825","$45,923","$10,150 / year",MPV
SUBARU FORESTER 2.0XT SUNROOF,"$79,800   ",28-Feb-2017,5yrs 9mths 7days,2016,"81,900 km",1,Auto,"1,998 cc",,"$48,209","$19,363","$42,378","$12,140 / year",SUV
MAZDA 3 1.5A SUNROOF,"$66,800   ",29-Dec-2017,6yrs 7mths 8days,2017,"58,000 km",2,Auto,"1,496 cc",,"$42,801","$15,108","$35,877","$9,340 / year",Mid-Sized Sedan
MERCEDES-BENZ C-CLASS C200 AMG LINE,"$121,800   ",12-Jul-2016,5yrs 1mth 21days,2016,"75,000 km",2,Auto,"1,991 cc",,"$38,610","$44,418","$60,505","$18,410 / year",Luxury Sedan
BMW 5 SERIES 520I,"$203,800   ",30-Jan-2020,8yrs 8mths 9days,2019,"14,486 km",1,Auto,"1,998 cc",,"$37,705","$51,807","$81,748","$19,670 / year",Luxury Sedan
PEUGEOT 2008 ACTIVE PURETECH 1.2A SUNROOF,"$65,800   ",12-Apr-2018,6yrs 10mths 22days,2017,"42,000 km",2,Auto,"1,199 cc",,"$38,000","$19,256","$33,157","$8,870 / year",SUV
NISSAN QASHQAI 1.2A DIG-T PREMIUM,"$72,800   ",11-Oct-2017,6yrs 4mths 20days,2017,"63,000 km",1,Auto,"1,197 cc",,"$41,761","$19,881","$37,865","$10,220 / year",SUV
MITSUBISHI OUTLANDER 2.0A,"$88,888   ",04-May-2018,6yrs 11mths 13days,2018,"37,985 km",1,Auto,"1,998 cc",,"$34,809","$19,468","$38,824","$11,370 / year",SUV
SUBARU XV 1.6I-S,"$64,999   ",18-Oct-2016,5yrs 4mths 27days,2016,"61,000 km",1,Auto,"1,600 cc",,"$51,507","$17,340","$40,889","$10,400 / year",SUV
SUZUKI SX4 S-CROSS 1.6A SUNROOF,"$51,888   ",28-Jan-2016,4yrs 8mths 7days,2015,"88,510 km",1,Auto,"1,586 cc",,"$45,002","$19,639","$34,867","$8,960 / year",SUV
VOLKSWAGEN BEETLE 1.2A TSI SUNROOF,"$85,555   ",30-Nov-2018,7yrs 6mths 9days,2017,"23,615 km",2,Auto,"1,197 cc",,"$30,959","$20,204","$38,540","$10,010 / year",Hatchback
TOYOTA ALPHARD 2.5A S MOONROOF,"$103,888   ",04-Jan-2016,4yrs 7mths 14days,2015,"85,888 km",1,Auto,"2,493 cc",,"$60,003","$33,248","$54,749","$18,290 / year",MPV
TOYOTA COROLLA ALTIS 1.6A ELEGANCE (COE TILL 10/2023),"$19,888   ",07-Oct-2008,2yrs 4mths 16days,2008,"123,946 km",4,Auto,"1,598 cc",,"$15,142","$16,084","$3,605","$8,350 / year",Mid-Sized Sedan
MERCEDES-BENZ C-CLASS C180 COUPE,"$43,800   ",03-Dec-2012,1yr 6mths 12days,2012,"132,922 km",1,Auto,"1,595 cc",,"$71,001","$32,915","$29,016","$17,790 / year",Luxury Sedan
HYUNDAI ELANTRA 1.6A GLS ELITE,"$69,888   ",12-Jul-2018,7yrs 1mth 21days,2018,"28,283 km",1,Auto,"1,591 cc",,"$25,000","$14,452","$28,709","$8,770 / year",Mid-Sized Sedan
LEXUS ES250 LUXURY SUNROOF,"$133,800   ",10-Nov-2017,6yrs 5mths 20days,2017,"50,000 km",1,Auto,"2,494 cc",,"$48,109","$40,888","$68,092","$16,860 / year",Luxury Sedan
NISSAN GTR 3.8A (COE TILL 10/2029),"$218,800   ",13-Nov-2009,8yrs 5mths 11days,2008,"100,000 km",6,Auto,"3,799 cc",,"$37,502","$90,379","$31,707","$25,880 / year",Sports Car
HONDA VEZEL 1.5A X,"$59,800   ",05-Oct-2016,5yrs 4mths 14days,2016,"80,000 km",3,Auto,"1,496 cc",,"$50,000","$21,112","$35,558","$10,040 / year",SUV
VOLKSWAGEN TOURAN DIESEL 1.6A TDI SUNROOF,"$51,800   ",17-Aug-2015,4yrs 2mths 27days,2015,"98,900 km",1,Auto,"1,598 cc",Diesel,"$56,209","$25,074","$39,327","$9,600 / year",MPV
TOYOTA ALPHARD 2.5A X 8-SEATER,"$195,988   ",14-May-2021,9yrs 11mths 23days,2020,652 km,1,Auto,"2,493 cc",,"$47,806","$42,472","$86,336","$17,050 / year",MPV
HONDA CIVIC 1.8A (COE TILL 08/2030),"$63,000   ",02-Aug-2010,9yrs 2mths 12days,2009,"160,000 km",5,Auto,"1,799 cc",,"$32,914","$24,856","$30,299","$6,840 / year",Mid-Sized Sedan
HONDA CIVIC 1.6A VTI,"$69,800   ",12-Jan-2017,5yrs 7mths 22days,2016,"60,663 km",1,Auto,"1,597 cc",,"$50,991","$20,640","$44,478","$10,510 / year",Mid-Sized Sedan
BMW 2 SERIES 216I GRAN TOURER,"$98,800   ",22-Dec-2017,6yrs 7mths 1day,2017,"45,000 km",1,Auto,"1,499 cc",,"$42,339","$28,741","$52,087","$12,540 / year",MPV
MERCEDES-BENZ C-CLASS C180K AVANTGARDE (COE TILL 04/2031),"$111,800   ",20-Jul-2011,9yrs 11mths 10days,2011,"98,000 km",1,Auto,"1,597 cc",,"$42,283","$31,086","$42,074","$11,240 / year",Luxury Sedan
BMW X3 SDRIVE20I M-SPORT,"$178,800   ",24-Oct-2018,7yrs 5mths 3days,2018,"30,000 km",1,Auto,"1,998 cc",,"$31,301","$42,657","$62,056","$20,580 / year",SUV
SUBARU FORESTER E-BOXER MILD HYBRID,"$123,800   ",04-Feb-2019,7yrs 8mths 14days,2018,"31,000 km",1,Auto,"1,995 cc",Petrol-Electric,"$33,989","$42,996","$65,369","$12,660 / year",SUV
BMW X1 SDRIVE18I,"$119,800   ",25-Sep-2018,7yrs 4mths 4days,2018,"50,700 km",1,Auto,"1,499 cc",,"$32,429","$34,636","$54,215","$13,540 / year",SUV
MAZDA 6 2.0A,"$99,999   ",23-Dec-2019,8yrs 7mths 2days,2019,"15,480 km",1,Auto,"1,998 cc",,"$42,020","$19,730","$50,923","$10,480 / year",Luxury Sedan
BMW M SERIES M6 COUPE,"$258,888   ",14-Apr-2016,4yrs 10mths 24days,2012,"41,000 km",4,Auto,"4,395 cc",,"$47,000","$108,276","$139,864","$35,790 / year",Sports Car
LEXUS RX350 LUXURY SUNROOF,"$178,800   ",07-Feb-2017,5yrs 8mths 17days,2016,"39,000 km",1,Auto,"3,456 cc",,"$52,600","$71,659","$105,830","$22,430 / year",SUV
TOYOTA ESTIMA 2.4A AERAS PREMIUM MOONROOF,"$62,800   ",19-Aug-2014,3yrs 2mths 29days,2014,"120,000 km",2,Auto,"2,362 cc",,"$67,334","$31,892","$45,701","$13,690 / year",MPV
BMW 3 SERIES 318I LUXURY,"$113,000   ",28-Feb-2018,6yrs 9mths 7days,2017,"63,000 km",1,Auto,"1,499 cc",,"$44,000","$33,947","$59,468","$13,760 / year",Luxury Sedan
HONDA CIVIC 1.6A VTI,"$77,777   ",23-Jan-2018,6yrs 8mths 2days,2017,"69,000 km",1,Auto,"1,597 cc",,"$41,761","$19,536","$42,546","$10,180 / year",Mid-Sized Sedan
BMW X1 SDRIVE18I M-SPORT,"$99,800   ",31-Oct-2016,5yrs 5mths 10days,2016,"83,000 km",1,Auto,"1,499 cc",,"$55,201","$31,970","$53,899","$15,400 / year",SUV
NISSAN QASHQAI 2.0A PREMIUM MOONROOF,"$79,800   ",14-Sep-2017,6yrs 3mths 24days,2017,"62,514 km",1,Auto,"1,997 cc",,"$49,000","$22,484","$48,579","$10,770 / year",SUV
MERCEDES-BENZ CLA-CLASS CLA180 AMG LINE,"$120,000   ",31-Dec-2018,7yrs 7mths 10days,2018,"16,000 km",1,Auto,"1,595 cc",,"$25,501","$28,601","$43,461","$13,650 / year",Luxury Sedan
TOYOTA PICNIC 2.0A (COE TILL 07/2027),"$42,800   ",18-Jul-2007,6yrs 1mth 27days,2007,"157,321 km",2,Auto,"1,998 cc",,"$52,473","$24,702","$32,332","$6,950 / year",MPV
TOYOTA CAMRY HYBRID 2.5A G,"$114,800   ",11-Jan-2019,7yrs 7mths 21days,2018,"36,900 km",1,Auto,"2,487 cc",Petrol-Electric,"$32,200","$39,713","$52,830","$12,550 / year",Luxury Sedan
VOLKSWAGEN SCIROCCO 1.4A TSI (COE TILL 04/2031),"$67,500   ",15-Sep-2011,9yrs 11mths 10days,2011,"135,200 km",2,Auto,"1,390 cc",,"$42,283","$25,765","$42,074","$6,780 / year",Sports Car
TOYOTA WISH 1.8A ELEGANCE,"$79,800   ",27-Nov-2017,6yrs 6mths 6days,2017,"60,300 km",1,Auto,"1,798 cc",,"$49,000","$19,955","$46,930","$10,700 / year",MPV
HONDA CITY 1.5A SV,"$73,333   ",27-Aug-2018,7yrs 3mths 6days,2018,"46,819 km",1,Auto,"1,497 cc",,"$33,798","$17,263","$37,532","$8,890 / year",Mid-Sized Sedan
HYUNDAI I30 1.4A T-GDI DCT TURBO,"$93,800   ",15-Jul-2020,9yrs 1mth 24days,2019,"19,000 km",1,Auto,"1,353 cc",,"$33,520","$18,217","$44,354","$9,250 / year",Hatchback
NISSAN QASHQAI 1.2A DIG-T,"$67,800   ",11-May-2017,5yrs 11mths 20days,2017,"69,929 km",1,Auto,"1,197 cc",,"$51,600","$18,583","$41,020","$10,210 / year",SUV
MERCEDES-BENZ C-CLASS C200 COUPE AMG LINE SUNROOF,"$125,500   ",02-Nov-2016,5yrs 5mths 12days,2016,"58,000 km",1,Auto,"1,991 cc",,"$56,410","$42,853","$66,017","$18,700 / year",Sports Car
MERCEDES-BENZ CLA-CLASS CLA200,"$52,800   ",23-Sep-2013,2yrs 4mths 2days,2013,"91,900 km",3,Auto,"1,595 cc",,"$75,556","$28,969","$31,233","$17,730 / year",Luxury Sedan
BMW 3 SERIES 318I SPORT,"$90,999   ",15-Nov-2016,5yrs 5mths 25days,2016,"66,000 km",1,Auto,"1,499 cc",,"$56,206","$29,860","$52,462","$13,950 / year",Luxury Sedan
MINI COOPER CLUBMAN 1.5A,"$108,999   ",29-Dec-2017,6yrs 7mths 8days,2017,"29,000 km",2,Auto,"1,499 cc",,"$57,390","$29,553","$59,222","$14,340 / year",Hatchback
TOYOTA CAMRY 2.5A,"$74,800   ",31-Oct-2016,5yrs 5mths 10days,2016,"75,000 km",2,Auto,"2,494 cc",,"$56,410","$29,570","$55,788","$10,660 / year",Luxury Sedan
TOYOTA SIENTA 1.5A G,"$56,800   ",26-Jan-2016,4yrs 8mths 5days,2015,"73,000 km",2,Auto,"1,496 cc",,"$56,001","$18,961","$36,024","$10,630 / year",MPV
NISSAN LATIO 1.5A SPORTS PREMIUM (COE TILL 09/2028),"$44,888   ",25-Sep-2008,7yrs 4mths 4days,2007,"140,000 km",3,Auto,"1,498 cc",,"$32,339","$14,664","$23,780","$6,100 / year",Hatchback
AUDI A3 SEDAN 1.0A TFSI S-TRONIC,"$97,800   ",29-Nov-2018,7yrs 6mths 8days,2018,"53,000 km",2,Auto,999 cc,,"$25,000","$24,711","$38,776","$11,220 / year",Luxury Sedan
BMW 3 SERIES 316I SPORT,"$57,800   ",16-May-2014,2yrs 11mths 25days,2013,"98,000 km",2,Auto,"1,598 cc",,"$70,002","$35,830","$40,221","$13,960 / year",Luxury Sedan
TOYOTA CAMRY HYBRID 2.4A (COE TILL 10/2030),"$65,800   ",22-Oct-2010,9yrs 5mths 1day,2010,"138,900 km",5,Auto,"2,362 cc",Petrol-Electric,"$38,216","$42,652","$36,028","$6,980 / year",Luxury Sedan
MERCEDES-BENZ S-CLASS S450L,"$335,800   ",09-Apr-2019,7yrs 10mths 19days,2018,"45,678 km",1,Auto,"2,996 cc",,"$36,961","$103,294","$147,611","$32,550 / year",Luxury Sedan
MERCEDES-BENZ E-CLASS E200 EXCLUSIVE,"$138,800   ",04-Jan-2017,5yrs 7mths 14days,2016,"70,100 km",1,Auto,"1,991 cc",,"$46,229","$53,085","$76,680","$18,660 / year",Luxury Sedan
TOYOTA ISIS 1.8A LX (COE TILL 03/2029),"$56,800   ",17-Apr-2009,7yrs 10mths 11days,2008,"160,548 km",3,Auto,"1,794 cc",,"$33,018","$17,733","$25,980","$7,220 / year",MPV
VOLKSWAGEN PASSAT 1.4A TSI,"$48,800   ",31-Oct-2014,3yrs 5mths 10days,2014,"58,000 km",3,Auto,"1,390 cc",,"$64,841","$24,875","$36,552","$10,980 / year",Luxury Sedan
BMW 5 SERIES 530I LUXURY,"$155,800   ",28-Apr-2017,5yrs 11mths 7days,2017,"80,000 km",1,Auto,"1,998 cc",,"$54,000","$49,363","$77,906","$21,090 / year",Luxury Sedan
RENAULT MEGANE RS 265 2.0M,"$68,800   ",25-Apr-2013,1yr 11mths 4days,2012,"89,500 km",3,Manual,"1,998 cc",,"$65,001","$30,170","$31,368","$26,790 / year",Sports Car
VOLVO S80 D2 DIESEL,"$55,800   ",27-Jun-2015,4yrs 1mth 6days,2015,"80,000 km",1,Auto,"1,560 cc",Diesel,"$67,601","$29,466","$40,521","$11,370 / year",Luxury Sedan
MERCEDES-BENZ A-CLASS A180 STYLE,"$83,800   ",10-Nov-2016,5yrs 5mths 20days,2016,"45,000 km",1,Auto,"1,595 cc",,"$51,507","$23,217","$42,837","$13,520 / year",Hatchback
TOYOTA C-HR 1.2A TURBO LUXURY,"$89,800   ",30-Nov-2018,7yrs 6mths 9days,2017,"31,000 km",1,Auto,"1,197 cc",,"$36,426","$29,396","$52,310","$9,720 / year",SUV
BMW 7 SERIES 730I SUNROOF,"$188,800   ",29-Mar-2017,5yrs 10mths 8days,2016,"89,968 km",1,Auto,"1,998 cc",,"$53,300","$70,260","$105,072","$23,830 / year",Luxury Sedan
MERCEDES-BENZ E-CLASS E200 MILD HYBRID AMG LINE,"$224,988   ",14-May-2021,9yrs 11mths 23days,2020,652 km,1,Auto,"1,991 cc",Petrol-Electric,"$47,806","$53,123","$98,457","$19,140 / year",Luxury Sedan
BMW 6 SERIES 640I GRAN COUPE (COE TILL 04/2031),"$128,800   ",29-Aug-2012,9yrs 11mths 10days,2012,"90,000 km",2,Auto,"2,979 cc",,"$47,316","$75,934","$47,083","$12,940 / year",Luxury Sedan
KIA CERATO K3 1.6A SX,"$53,800   ",27-Jan-2016,4yrs 8mths 6days,2015,"85,000 km",1,Auto,"1,591 cc",,"$48,034","$17,275","$34,622","$9,630 / year",Mid-Sized Sedan
HONDA FIT 1.3A G (COE TILL 02/2024),"$20,999   ",20-Feb-2009,2yrs 8mths 30days,2008,"145,000 km",4,Auto,"1,339 cc",,"$12,864","$12,293","$3,542","$7,630 / year",Hatchback
HONDA FIT 1.3A GF,"$63,800   ",22-Mar-2018,6yrs 10mths 1day,2018,"31,000 km",2,Auto,"1,317 cc",,"$36,810","$15,189","$29,074","$8,950 / year",Hatchback
HYUNDAI ELANTRA 1.6A GLS S,"$71,800   ",28-Sep-2018,7yrs 4mths 7days,2018,"50,000 km",1,Auto,"1,591 cc",,"$31,997","$12,572","$32,984","$8,900 / year",Mid-Sized Sedan
MERCEDES-BENZ CLA-CLASS CLA200,"$58,500   ",08-Apr-2014,2yrs 10mths 18days,2014,"100,000 km",2,Auto,"1,595 cc",,"$72,609","$28,728","$34,279","$16,430 / year",Luxury Sedan
TOYOTA WISH 1.8A,"$66,888   ",09-Sep-2016,5yrs 3mths 19days,2016,"100,000 km",1,Auto,"1,798 cc",,"$57,010","$19,955","$45,221","$10,720 / year",MPV
PEUGEOT 308 1.2A PURETECH ALLURE,"$54,800   ",18-Aug-2016,5yrs 2mths 28days,2016,"73,000 km",2,Auto,"1,199 cc",,"$52,503","$20,073","$35,123","$9,480 / year",Hatchback
HYUNDAI ELANTRA 1.6A ELITE,"$21,500   ",26-Jun-2012,1yr 1mth 5days,2012,"105,000 km",2,Auto,"1,591 cc",,"$59,004","$14,338","$14,368","$13,040 / year",Mid-Sized Sedan
TOYOTA WISH 1.8A,"$70,588   ",11-Nov-2016,5yrs 5mths 21days,2016,"101,000 km",1,Auto,"1,798 cc",,"$56,410","$19,955","$45,876","$11,060 / year",MPV
PORSCHE 911 COUPE TIP (COE TILL 08/2027),"$163,000   ",16-Aug-2007,6yrs 2mths 26days,2007,"105,000 km",5,Auto,"3,596 cc",,"$50,972","$122,202","$31,812","$26,120 / year",Sports Car
NISSAN NOTE 1.2A,"$65,000   ",19-Mar-2019,7yrs 9mths 26days,2019,"54,100 km",1,Auto,"1,198 cc",,"$26,309","$13,467","$24,358","$7,980 / year",Hatchback
MAZDA 3 MILD HYBRID 1.5A ELEGANCE,"$88,800   ",15-Jul-2019,8yrs 1mth 24days,2019,"52,300 km",1,Auto,"1,496 cc",Petrol-Electric,"$27,000","$23,946","$33,665","$9,940 / year",Mid-Sized Sedan
HONDA VEZEL HYBRID 1.5A HONDA SENSING,"$71,800   ",17-Jul-2017,6yrs 1mth 26days,2016,"55,000 km",2,Auto,"1,496 cc",Petrol-Electric,"$52,807","$22,327","$36,273","$11,250 / year",SUV
HONDA VEZEL HYBRID 1.5A X HONDA SENSING,"$74,800   ",14-Dec-2017,6yrs 6mths 23days,2017,"49,960 km",1,Auto,"1,496 cc",Petrol-Electric,"$57,390","$25,121","$41,454","$11,000 / year",SUV
BMW M SERIES M3 SEDAN COMPETITION PACKAGE,"$288,800   ",12-Jan-2017,5yrs 7mths 22days,2016,"56,800 km",1,Auto,"2,979 cc",,"$53,001","$75,347","$110,661","$41,600 / year",Sports Car
TOYOTA COROLLA ALTIS 1.6A (COE TILL 04/2026),"$39,800   ",29-Apr-2011,4yrs 11mths 8days,2011,"100,340 km",1,Auto,"1,598 cc",,"$21,142","$15,510","$10,449","$8,050 / year",Mid-Sized Sedan
TOYOTA COROLLA ALTIS 1.6A ELEGANCE,"$47,500   ",10-Feb-2015,3yrs 8mths 20days,2015,"87,880 km",1,Auto,"1,598 cc",,"$62,002","$19,589","$32,602","$10,780 / year",Mid-Sized Sedan
HYUNDAI AVANTE 1.6A GLS,"$70,800   ",08-May-2019,7yrs 11mths 17days,2019,"58,000 km",1,Auto,"1,591 cc",,"$33,199","$12,587","$35,899","$8,090 / year",Mid-Sized Sedan
MAZDA 6 2.0A EXECUTIVE,"$64,888   ",12-Jul-2016,5yrs 1mth 21days,2016,"100,000 km",1,Auto,"1,998 cc",,"$57,390","$22,084","$46,717","$10,380 / year",Luxury Sedan
HYUNDAI ELANTRA 1.6A ELITE,"$45,388   ",18-Nov-2014,3yrs 5mths 28days,2014,"60,700 km",1,Auto,"1,591 cc",,"$64,900","$13,850","$31,709","$10,990 / year",Mid-Sized Sedan
HONDA JAZZ 1.5A RS,"$55,988   ",30-Jun-2016,5yrs 1mth 9days,2016,"49,500 km",2,Auto,"1,498 cc",,"$47,020","$16,872","$32,942","$9,790 / year",Hatchback
TOYOTA CAMRY 2.4A (COE TILL 10/2028),"$45,888   ",29-Oct-2008,7yrs 5mths 8days,2008,"152,364 km",4,Auto,"2,362 cc",,"$32,279","$27,261","$24,037","$6,160 / year",Luxury Sedan
TOYOTA VIOS 1.5A E,"$70,900   ",25-Feb-2019,7yrs 9mths 4days,2019,"26,301 km",1,Auto,"1,496 cc",,"$25,920","$13,936","$30,599","$8,230 / year",Mid-Sized Sedan
MERCEDES-BENZ C-CLASS C200 MILD HYBRID EXCLUSIVE,"$162,800   ",15-Jul-2019,8yrs 1mth 24days,2018,"18,000 km",1,Auto,"1,497 cc",Petrol-Electric,"$42,564","$43,583","$74,479","$16,710 / year",Luxury Sedan
